id,org_unit,indicator,period,deaths
9366,Makueni County,Total Perinatal Deaths,April 2026,22
9367,Mandera County,Total Perinatal Deaths,May 2025,35
9368,Mandera County,Total Perinatal Deaths,June 2025,16
9369,Mandera County,Total Perinatal Deaths,July 2025,25
9370,Mandera County,Total Perinatal Deaths,August 2025,41
9371,Mandera County,Total Perinatal Deaths,September 2025,39
9372,Mandera County,Total Perinatal Deaths,October 2025,49
9373,Mandera County,Total Perinatal Deaths,November 2025,41
9374,Mandera County,Total Perinatal Deaths,December 2025,42
9375,Mandera County,Total Perinatal Deaths,January 2026,47
9376,Mandera County,Total Perinatal Deaths,February 2026,31
9377,Mandera County,Total Perinatal Deaths,March 2026,47
9378,Mandera County,Total Perinatal Deaths,April 2026,34
9379,Marsabit County,Total Perinatal Deaths,May 2025,20
9380,Marsabit County,Total Perinatal Deaths,June 2025,13
9381,Marsabit County,Total Perinatal Deaths,July 2025,20
9382,Marsabit County,Total Perinatal Deaths,August 2025,19
9383,Marsabit County,Total Perinatal Deaths,September 2025,23
9384,Marsabit County,Total Perinatal Deaths,October 2025,26
9385,Marsabit County,Total Perinatal Deaths,November 2025,11
9386,Marsabit County,Total Perinatal Deaths,December 2025,28
9387,Marsabit County,Total Perinatal Deaths,January 2026,17
9388,Marsabit County,Total Perinatal Deaths,February 2026,12
9389,Marsabit County,Total Perinatal Deaths,March 2026,19
9390,Marsabit County,Total Perinatal Deaths,April 2026,16
9391,Meru County,Total Perinatal Deaths,May 2025,42
9392,Meru County,Total Perinatal Deaths,June 2025,35
9393,Meru County,Total Perinatal Deaths,July 2025,36
9394,Meru County,Total Perinatal Deaths,August 2025,43
9395,Meru County,Total Perinatal Deaths,September 2025,48
9396,Meru County,Total Perinatal Deaths,October 2025,110
9397,Meru County,Total Perinatal Deaths,November 2025,40
9398,Meru County,Total Perinatal Deaths,December 2025,35
9399,Meru County,Total Perinatal Deaths,January 2026,32
9400,Meru County,Total Perinatal Deaths,February 2026,45
9401,Meru County,Total Perinatal Deaths,March 2026,53
9402,Meru County,Total Perinatal Deaths,April 2026,45
9403,Migori County,Total Perinatal Deaths,May 2025,35
9404,Migori County,Total Perinatal Deaths,June 2025,23
9405,Migori County,Total Perinatal Deaths,July 2025,29
9406,Migori County,Total Perinatal Deaths,August 2025,50
9407,Migori County,Total Perinatal Deaths,September 2025,31
9408,Migori County,Total Perinatal Deaths,October 2025,37
9409,Migori County,Total Perinatal Deaths,November 2025,43
9410,Migori County,Total Perinatal Deaths,December 2025,53
9411,Migori County,Total Perinatal Deaths,January 2026,64
9412,Migori County,Total Perinatal Deaths,February 2026,36
9413,Migori County,Total Perinatal Deaths,March 2026,40
9414,Migori County,Total Perinatal Deaths,April 2026,42
9415,Mombasa County,Total Perinatal Deaths,May 2025,95
9416,Mombasa County,Total Perinatal Deaths,June 2025,74
9417,Mombasa County,Total Perinatal Deaths,July 2025,60
9418,Mombasa County,Total Perinatal Deaths,August 2025,71
9419,Mombasa County,Total Perinatal Deaths,September 2025,66
9420,Mombasa County,Total Perinatal Deaths,October 2025,70
9421,Mombasa County,Total Perinatal Deaths,November 2025,82
9422,Mombasa County,Total Perinatal Deaths,December 2025,57
9423,Mombasa County,Total Perinatal Deaths,January 2026,75
9424,Mombasa County,Total Perinatal Deaths,February 2026,68
9425,Mombasa County,Total Perinatal Deaths,March 2026,107
9426,Mombasa County,Total Perinatal Deaths,April 2026,100
9427,Muranga County,Total Perinatal Deaths,May 2025,26
9428,Muranga County,Total Perinatal Deaths,June 2025,25
9429,Muranga County,Total Perinatal Deaths,July 2025,24
9430,Muranga County,Total Perinatal Deaths,August 2025,31
9431,Muranga County,Total Perinatal Deaths,September 2025,35
9432,Muranga County,Total Perinatal Deaths,October 2025,45
9433,Muranga County,Total Perinatal Deaths,November 2025,30
9434,Muranga County,Total Perinatal Deaths,December 2025,29
9435,Muranga County,Total Perinatal Deaths,January 2026,39
9436,Muranga County,Total Perinatal Deaths,February 2026,36
9437,Muranga County,Total Perinatal Deaths,March 2026,32
9438,Muranga County,Total Perinatal Deaths,April 2026,31
9439,Nairobi County,Total Perinatal Deaths,May 2025,275
9440,Nairobi County,Total Perinatal Deaths,June 2025,276
9441,Nairobi County,Total Perinatal Deaths,July 2025,205
9442,Nairobi County,Total Perinatal Deaths,August 2025,209
9443,Nairobi County,Total Perinatal Deaths,September 2025,219
9444,Nairobi County,Total Perinatal Deaths,October 2025,240
9445,Nairobi County,Total Perinatal Deaths,November 2025,236
9446,Nairobi County,Total Perinatal Deaths,December 2025,248
9447,Nairobi County,Total Perinatal Deaths,January 2026,187
9448,Nairobi County,Total Perinatal Deaths,February 2026,246
9449,Nairobi County,Total Perinatal Deaths,March 2026,270
9450,Nairobi County,Total Perinatal Deaths,April 2026,213
9451,Nakuru County,Total Perinatal Deaths,May 2025,115
9452,Nakuru County,Total Perinatal Deaths,June 2025,94
9453,Nakuru County,Total Perinatal Deaths,July 2025,128
9454,Nakuru County,Total Perinatal Deaths,August 2025,137
9455,Nakuru County,Total Perinatal Deaths,September 2025,182
9456,Nakuru County,Total Perinatal Deaths,October 2025,112
9457,Nakuru County,Total Perinatal Deaths,November 2025,115
9458,Nakuru County,Total Perinatal Deaths,December 2025,105
9459,Nakuru County,Total Perinatal Deaths,January 2026,118
9460,Nakuru County,Total Perinatal Deaths,February 2026,117
9461,Nakuru County,Total Perinatal Deaths,March 2026,120
9462,Nakuru County,Total Perinatal Deaths,April 2026,104
9463,Nandi County,Total Perinatal Deaths,May 2025,34
9464,Nandi County,Total Perinatal Deaths,June 2025,37
9465,Nandi County,Total Perinatal Deaths,July 2025,27
9466,Nandi County,Total Perinatal Deaths,August 2025,44
9467,Nandi County,Total Perinatal Deaths,September 2025,35
9468,Nandi County,Total Perinatal Deaths,October 2025,38
9469,Nandi County,Total Perinatal Deaths,November 2025,24
9470,Nandi County,Total Perinatal Deaths,December 2025,37
9471,Nandi County,Total Perinatal Deaths,January 2026,53
9472,Nandi County,Total Perinatal Deaths,February 2026,28
9473,Nandi County,Total Perinatal Deaths,March 2026,29
9474,Nandi County,Total Perinatal Deaths,April 2026,32
9475,Narok County,Total Perinatal Deaths,May 2025,52
9476,Narok County,Total Perinatal Deaths,June 2025,37
9477,Narok County,Total Perinatal Deaths,July 2025,50
9478,Narok County,Total Perinatal Deaths,August 2025,63
9479,Narok County,Total Perinatal Deaths,September 2025,27
9480,Narok County,Total Perinatal Deaths,October 2025,40
9481,Narok County,Total Perinatal Deaths,November 2025,41
9482,Narok County,Total Perinatal Deaths,December 2025,61
9483,Narok County,Total Perinatal Deaths,January 2026,35
9484,Narok County,Total Perinatal Deaths,February 2026,66
9485,Narok County,Total Perinatal Deaths,March 2026,38
9486,Narok County,Total Perinatal Deaths,April 2026,38
9487,Nyamira County,Total Perinatal Deaths,May 2025,7
9488,Nyamira County,Total Perinatal Deaths,June 2025,8
9489,Nyamira County,Total Perinatal Deaths,July 2025,17
9490,Nyamira County,Total Perinatal Deaths,August 2025,13
9491,Nyamira County,Total Perinatal Deaths,September 2025,12
9492,Nyamira County,Total Perinatal Deaths,October 2025,20
9493,Nyamira County,Total Perinatal Deaths,November 2025,6
9494,Nyamira County,Total Perinatal Deaths,December 2025,17
9495,Nyamira County,Total Perinatal Deaths,January 2026,11
9496,Nyamira County,Total Perinatal Deaths,February 2026,17
9497,Nyamira County,Total Perinatal Deaths,March 2026,11
9498,Nyamira County,Total Perinatal Deaths,April 2026,21
9499,Nyandarua County,Total Perinatal Deaths,May 2025,11
9500,Nyandarua County,Total Perinatal Deaths,June 2025,10
9501,Nyandarua County,Total Perinatal Deaths,July 2025,7
9502,Nyandarua County,Total Perinatal Deaths,August 2025,9
9503,Nyandarua County,Total Perinatal Deaths,September 2025,16
9504,Nyandarua County,Total Perinatal Deaths,October 2025,18
9505,Nyandarua County,Total Perinatal Deaths,November 2025,11
9506,Nyandarua County,Total Perinatal Deaths,December 2025,23
9507,Nyandarua County,Total Perinatal Deaths,January 2026,14
9508,Nyandarua County,Total Perinatal Deaths,February 2026,8
9509,Nyandarua County,Total Perinatal Deaths,March 2026,15
9510,Nyandarua County,Total Perinatal Deaths,April 2026,4
9511,Nyeri County,Total Perinatal Deaths,May 2025,19
9512,Nyeri County,Total Perinatal Deaths,June 2025,18
9513,Nyeri County,Total Perinatal Deaths,July 2025,26
9514,Nyeri County,Total Perinatal Deaths,August 2025,21
9515,Nyeri County,Total Perinatal Deaths,September 2025,26
9516,Nyeri County,Total Perinatal Deaths,October 2025,24
9517,Nyeri County,Total Perinatal Deaths,November 2025,25
9518,Nyeri County,Total Perinatal Deaths,December 2025,27
9519,Nyeri County,Total Perinatal Deaths,January 2026,25
9520,Nyeri County,Total Perinatal Deaths,February 2026,31
9521,Nyeri County,Total Perinatal Deaths,March 2026,25
9522,Nyeri County,Total Perinatal Deaths,April 2026,26
9523,Samburu County,Total Perinatal Deaths,May 2025,12
9524,Samburu County,Total Perinatal Deaths,June 2025,15
9525,Samburu County,Total Perinatal Deaths,July 2025,9
9526,Samburu County,Total Perinatal Deaths,August 2025,9
9527,Samburu County,Total Perinatal Deaths,September 2025,11
9528,Samburu County,Total Perinatal Deaths,November 2025,11
9529,Samburu County,Total Perinatal Deaths,December 2025,4
9530,Samburu County,Total Perinatal Deaths,January 2026,9
9531,Samburu County,Total Perinatal Deaths,February 2026,3
9532,Samburu County,Total Perinatal Deaths,March 2026,19
9533,Samburu County,Total Perinatal Deaths,April 2026,13
9534,Siaya County,Total Perinatal Deaths,May 2025,41
9535,Siaya County,Total Perinatal Deaths,June 2025,25
9536,Siaya County,Total Perinatal Deaths,July 2025,35
9537,Siaya County,Total Perinatal Deaths,August 2025,48
9538,Siaya County,Total Perinatal Deaths,September 2025,32
9539,Siaya County,Total Perinatal Deaths,October 2025,25
9540,Siaya County,Total Perinatal Deaths,November 2025,30
9541,Siaya County,Total Perinatal Deaths,December 2025,33
9542,Siaya County,Total Perinatal Deaths,January 2026,42
9543,Siaya County,Total Perinatal Deaths,February 2026,32
9544,Siaya County,Total Perinatal Deaths,March 2026,38
9545,Siaya County,Total Perinatal Deaths,April 2026,38
9546,Taita Taveta County,Total Perinatal Deaths,May 2025,17
9547,Taita Taveta County,Total Perinatal Deaths,June 2025,14
9548,Taita Taveta County,Total Perinatal Deaths,July 2025,18
9549,Taita Taveta County,Total Perinatal Deaths,August 2025,14
9550,Taita Taveta County,Total Perinatal Deaths,September 2025,24
9551,Taita Taveta County,Total Perinatal Deaths,October 2025,13
9552,Taita Taveta County,Total Perinatal Deaths,November 2025,12
9553,Taita Taveta County,Total Perinatal Deaths,December 2025,9
9554,Taita Taveta County,Total Perinatal Deaths,January 2026,10
9555,Taita Taveta County,Total Perinatal Deaths,February 2026,12
9556,Taita Taveta County,Total Perinatal Deaths,March 2026,12
9557,Taita Taveta County,Total Perinatal Deaths,April 2026,16
9558,Tana River County,Total Perinatal Deaths,May 2025,22
9559,Tana River County,Total Perinatal Deaths,June 2025,27
9560,Tana River County,Total Perinatal Deaths,July 2025,28
9561,Tana River County,Total Perinatal Deaths,August 2025,16
9562,Tana River County,Total Perinatal Deaths,September 2025,14
9563,Tana River County,Total Perinatal Deaths,October 2025,17
9564,Tana River County,Total Perinatal Deaths,November 2025,29
9565,Tana River County,Total Perinatal Deaths,December 2025,20
9566,Tana River County,Total Perinatal Deaths,January 2026,16
9567,Tana River County,Total Perinatal Deaths,February 2026,22
9568,Tana River County,Total Perinatal Deaths,March 2026,32
9569,Tana River County,Total Perinatal Deaths,April 2026,12
9570,Tharaka Nithi County,Total Perinatal Deaths,May 2025,14
9571,Tharaka Nithi County,Total Perinatal Deaths,June 2025,10
9572,Tharaka Nithi County,Total Perinatal Deaths,July 2025,10
9573,Tharaka Nithi County,Total Perinatal Deaths,August 2025,8
9574,Tharaka Nithi County,Total Perinatal Deaths,September 2025,12
9575,Tharaka Nithi County,Total Perinatal Deaths,October 2025,13
9576,Tharaka Nithi County,Total Perinatal Deaths,November 2025,11
9577,Tharaka Nithi County,Total Perinatal Deaths,December 2025,12
9578,Tharaka Nithi County,Total Perinatal Deaths,January 2026,18
9579,Tharaka Nithi County,Total Perinatal Deaths,February 2026,16
9580,Tharaka Nithi County,Total Perinatal Deaths,March 2026,11
9581,Tharaka Nithi County,Total Perinatal Deaths,April 2026,11
9582,Trans Nzoia County,Total Perinatal Deaths,May 2025,63
9583,Trans Nzoia County,Total Perinatal Deaths,June 2025,61
9584,Trans Nzoia County,Total Perinatal Deaths,July 2025,86
9585,Trans Nzoia County,Total Perinatal Deaths,August 2025,40
9586,Trans Nzoia County,Total Perinatal Deaths,September 2025,29
9587,Trans Nzoia County,Total Perinatal Deaths,October 2025,44
9588,Trans Nzoia County,Total Perinatal Deaths,November 2025,53
9589,Trans Nzoia County,Total Perinatal Deaths,December 2025,42
9590,Trans Nzoia County,Total Perinatal Deaths,January 2026,57
9591,Trans Nzoia County,Total Perinatal Deaths,February 2026,49
9592,Trans Nzoia County,Total Perinatal Deaths,March 2026,66
9593,Trans Nzoia County,Total Perinatal Deaths,April 2026,73
9594,Turkana County,Total Perinatal Deaths,May 2025,36
9595,Turkana County,Total Perinatal Deaths,June 2025,39
9596,Turkana County,Total Perinatal Deaths,July 2025,24
9597,Turkana County,Total Perinatal Deaths,August 2025,40
9598,Turkana County,Total Perinatal Deaths,September 2025,34
9599,Turkana County,Total Perinatal Deaths,October 2025,31
9600,Turkana County,Total Perinatal Deaths,November 2025,26
9601,Turkana County,Total Perinatal Deaths,December 2025,41
9602,Turkana County,Total Perinatal Deaths,January 2026,33
9603,Turkana County,Total Perinatal Deaths,February 2026,46
9604,Turkana County,Total Perinatal Deaths,March 2026,28
9605,Turkana County,Total Perinatal Deaths,April 2026,56
9606,Uasin Gishu County,Total Perinatal Deaths,May 2025,39
9607,Uasin Gishu County,Total Perinatal Deaths,June 2025,42
9608,Uasin Gishu County,Total Perinatal Deaths,July 2025,46
9609,Uasin Gishu County,Total Perinatal Deaths,August 2025,59
9610,Uasin Gishu County,Total Perinatal Deaths,September 2025,57
9611,Uasin Gishu County,Total Perinatal Deaths,October 2025,50
9612,Uasin Gishu County,Total Perinatal Deaths,November 2025,37
9613,Uasin Gishu County,Total Perinatal Deaths,December 2025,53
9614,Uasin Gishu County,Total Perinatal Deaths,January 2026,66
9615,Uasin Gishu County,Total Perinatal Deaths,February 2026,55
9616,Uasin Gishu County,Total Perinatal Deaths,March 2026,45
9617,Uasin Gishu County,Total Perinatal Deaths,April 2026,53
9618,Vihiga County,Total Perinatal Deaths,May 2025,22
9619,Vihiga County,Total Perinatal Deaths,June 2025,17
9620,Vihiga County,Total Perinatal Deaths,July 2025,19
9621,Vihiga County,Total Perinatal Deaths,August 2025,26
9622,Vihiga County,Total Perinatal Deaths,September 2025,16
9623,Vihiga County,Total Perinatal Deaths,October 2025,19
9624,Vihiga County,Total Perinatal Deaths,November 2025,13
9625,Vihiga County,Total Perinatal Deaths,December 2025,21
9626,Vihiga County,Total Perinatal Deaths,January 2026,26
9627,Vihiga County,Total Perinatal Deaths,February 2026,12
9628,Vihiga County,Total Perinatal Deaths,March 2026,20
9629,Vihiga County,Total Perinatal Deaths,April 2026,32
9630,Wajir County,Total Perinatal Deaths,May 2025,43
9631,Wajir County,Total Perinatal Deaths,June 2025,32
9632,Wajir County,Total Perinatal Deaths,July 2025,32
9633,Wajir County,Total Perinatal Deaths,August 2025,18
9634,Wajir County,Total Perinatal Deaths,September 2025,27
9635,Wajir County,Total Perinatal Deaths,October 2025,28
9636,Wajir County,Total Perinatal Deaths,November 2025,24
9637,Wajir County,Total Perinatal Deaths,December 2025,27
9638,Wajir County,Total Perinatal Deaths,January 2026,30
9639,Wajir County,Total Perinatal Deaths,February 2026,20
9640,Wajir County,Total Perinatal Deaths,March 2026,30
9641,Wajir County,Total Perinatal Deaths,April 2026,33
9642,West Pokot County,Total Perinatal Deaths,May 2025,30
9643,West Pokot County,Total Perinatal Deaths,June 2025,49
9644,West Pokot County,Total Perinatal Deaths,July 2025,44
9645,West Pokot County,Total Perinatal Deaths,August 2025,69
9646,West Pokot County,Total Perinatal Deaths,September 2025,57
9647,West Pokot County,Total Perinatal Deaths,October 2025,57
9648,West Pokot County,Total Perinatal Deaths,November 2025,52
9649,West Pokot County,Total Perinatal Deaths,December 2025,65
9650,West Pokot County,Total Perinatal Deaths,January 2026,62
9651,West Pokot County,Total Perinatal Deaths,February 2026,80
9652,West Pokot County,Total Perinatal Deaths,March 2026,75
9653,West Pokot County,Total Perinatal Deaths,April 2026,70
9654,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
9655,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
9656,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,4
9657,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
9658,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
9659,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
9660,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
9661,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
9662,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
9663,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,6
9664,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
9665,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
9666,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,3
9667,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
9668,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
9669,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
9670,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
9671,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,4
9672,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
9673,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
